LABEL,SVC(C=10),GaussianNB(),DecisionTreeClassifier(),"LogisticRegression(C=10, solver='liblinear')","RandomForestClassifier(criterion='entropy', n_estimators=250)"
10082,False,False,False,False,False,False
10083,False,False,False,False,False,False
10084,False,False,False,False,False,False
10085,False,False,False,False,False,False
10086,False,False,False,False,False,False
10087,False,False,False,False,False,False
10088,False,False,False,False,False,False
10089,False,False,False,False,False,False
10090,False,False,False,False,False,False
10091,False,False,False,False,False,False
10092,False,False,False,False,False,False
10093,False,False,False,False,False,False
10094,False,False,False,False,False,False
10095,False,False,False,False,False,False
10096,False,False,False,False,False,False
10097,False,False,False,False,False,False
10098,False,False,False,False,False,False
10099,False,False,False,False,False,False
10100,False,False,False,False,False,False
10101,False,False,False,False,False,False
10102,False,False,False,False,False,False
10103,False,False,False,False,False,False
10104,False,False,False,False,False,False
10105,False,False,False,False,False,False
10106,False,False,False,False,False,False
10107,False,False,False,False,False,False
10108,False,False,False,False,False,False
10109,False,False,False,False,False,False
10110,False,False,False,False,False,False
10111,False,False,False,False,False,False
10112,False,False,False,False,False,False
10113,False,False,False,False,False,False
10114,False,False,False,False,False,False
10115,False,False,False,False,False,False
10116,False,False,False,False,False,False
10117,False,False,False,False,False,False
10118,False,False,False,False,False,False
10119,False,False,False,False,False,False
10120,False,False,False,False,False,False
10121,False,False,False,False,False,False
10122,False,False,False,False,False,False
10123,False,False,False,False,False,False
10124,False,False,False,False,False,False
10125,False,False,False,False,False,False
10126,False,False,False,False,False,False
10127,False,False,False,False,False,False
10128,False,False,False,False,False,False
10129,False,False,False,False,False,False
10130,False,False,False,False,False,False
10131,False,False,False,False,False,False
10132,False,False,False,False,False,False
10133,False,False,False,False,False,False
10134,False,False,False,False,False,False
10135,False,False,False,False,False,False
10136,False,False,False,False,False,False
10137,False,False,False,False,False,False
10138,False,False,False,False,False,False
10139,False,False,False,False,False,False
10140,False,False,False,False,False,False
10141,False,False,False,False,False,False
10142,False,False,False,False,False,False
10143,False,False,False,False,False,False
10144,False,False,False,False,False,False
10145,False,False,False,False,False,False
10146,False,False,False,False,False,False
10147,False,False,False,False,False,False
10148,False,False,False,False,False,False
10149,False,False,False,False,False,False
10150,False,False,False,False,False,False
10151,False,False,False,False,False,False
10152,False,False,False,False,False,False
10153,False,False,False,False,False,False
10154,False,False,False,False,False,False
10155,False,False,False,False,False,False
10156,False,False,False,False,False,False
10157,False,False,False,False,False,False
10158,False,False,False,False,False,False
10159,False,False,False,False,False,False
10160,False,False,False,False,False,False
10161,False,False,False,False,False,False
10162,False,False,False,False,False,False
10163,False,False,False,False,False,False
10164,False,False,False,False,False,False
10165,False,False,False,False,False,False
10166,False,False,False,False,False,False
10167,False,False,False,False,False,False
10168,False,False,False,False,False,False
10169,False,False,False,False,False,False
10170,False,False,False,False,False,False
10171,False,False,False,False,False,False
10172,False,False,False,False,False,False
10173,False,False,False,False,False,False
10174,False,False,False,False,False,False
10175,False,False,False,False,False,False
10176,False,False,False,False,False,False
10177,False,False,False,False,False,False
10178,False,False,False,False,False,False
10179,False,False,False,False,False,False
10180,False,False,False,False,False,False
10181,False,False,False,False,False,False
10182,False,False,False,False,False,False
10183,False,False,False,False,False,False
10184,False,False,False,False,False,False
10185,False,False,False,False,False,False
10186,False,False,False,False,False,False
10187,False,False,False,False,False,False
10188,False,False,False,False,False,False
10189,False,False,False,False,False,False
10190,False,False,False,False,False,False
10191,False,False,False,False,False,False
10192,False,False,False,False,False,False
10193,False,False,False,False,False,False
10194,False,False,False,False,False,False
10195,False,False,False,False,False,False
10196,False,False,False,False,False,False
10197,False,False,False,False,False,False
10198,False,False,False,False,False,False
10199,False,False,False,False,False,False
10200,False,False,False,False,False,False
10201,False,False,False,False,False,False
10202,False,False,False,False,False,False
10203,False,False,False,False,False,False
10204,False,False,False,False,False,False
10205,False,False,False,False,False,False
10206,False,False,False,False,False,False
10207,False,False,False,False,False,False
10208,False,False,False,False,False,False
10209,False,False,False,False,False,False
10210,False,False,False,False,False,False
10211,False,False,False,False,False,False
10212,False,False,False,False,False,False
10213,False,False,False,False,False,False
10214,False,False,False,False,False,False
10215,False,False,False,False,False,False
10216,False,False,False,False,False,False
10217,False,False,False,False,False,False
10218,False,False,False,False,False,False
10219,False,False,False,False,False,False
10220,False,False,False,False,False,False
10221,False,False,False,False,True,False
10222,False,False,False,False,False,False
10223,False,False,False,False,False,False
10224,False,False,False,False,False,False
10225,False,False,False,False,False,False
10226,False,False,False,False,False,False
10227,False,False,False,False,False,False
10228,False,False,False,False,False,False
10229,False,False,False,False,False,False
10230,False,False,False,False,False,False
10231,False,False,False,False,False,False
10232,False,False,False,False,False,False
10233,False,False,False,False,False,False
10234,False,False,False,False,False,False
10235,False,False,False,False,False,False
10236,False,False,False,False,False,False
10237,False,False,False,False,False,False
10238,False,False,False,False,False,False
10239,False,False,False,False,False,False
10240,False,False,False,False,False,False
10241,False,False,False,False,False,False
10242,False,False,False,False,False,False
10243,False,False,False,False,False,False
10244,False,False,False,False,False,False
10245,False,False,False,False,False,False
10246,False,False,False,False,False,False
